coffee_H_mean,coffee_H_std,coffee_S_mean,coffee_S_std,coffee_V_mean,coffee_V_std,coffee_L_mean,coffee_L_std,coffee_A_mean,coffee_A_std,coffee_Bl_mean,coffee_Bl_std,coffee_grey_mean,coffee_grey_std,paper_V_mean,paper_V_std,paper_L_mean,paper_L_std,flash,agtron
12.86,3.589,181.58,33.382,80.579,25.303,60.443,26.019,139.253,2.188,148.025,5.284,56.31,22.961,197.345,2.282,196.669,2.542,1,Agtron 55
14.879,4.531,182.509,33.083,90.06,24.534,70.41,25.008,138.389,2.407,151.816,4.841,64.732,22.446,196.422,2.718,196.511,2.857,1,Agtron 65
14.758,2.757,179.84,33.27,90.104,25.358,70.788,25.925,138.174,2.376,151.36,4.689,65.183,23.316,196.422,2.718,196.511,2.857,1,Agtron 65
15.16,5.003,179.535,33.053,92.463,24.706,73.103,25.122,138.117,2.382,152.153,4.522,67.146,22.735,196.422,2.718,196.511,2.857,1,Agtron 65
14.89,3.856,179.655,32.587,92.156,24.719,72.517,25.076,138.363,2.337,151.951,4.479,66.648,22.633,196.422,2.718,196.511,2.857,1,Agtron 65
14.998,3.404,180.094,32.37,91.919,24.942,72.466,25.256,138.166,2.432,152.035,4.66,66.591,22.701,196.422,2.718,196.511,2.857,1,Agtron 65
14.878,3.094,181.726,31.333,90.501,25.364,70.943,25.558,138.251,2.227,151.859,4.79,65.25,22.925,196.422,2.718,196.511,2.857,1,Agtron 65
14.728,5.512,180.618,33.801,90.634,25.468,70.88,25.985,138.508,2.383,151.491,4.918,65.251,23.367,196.422,2.718,196.511,2.857,1,Agtron 65
14.994,4.202,179.837,32.074,92.266,24.189,72.707,24.591,138.289,2.308,152.122,4.39,66.779,22.217,196.422,2.718,196.511,2.857,1,Agtron 65
15.179,5.9,176.742,34.396,95.529,26.251,75.991,26.51,138.178,2.5,152.348,4.84,69.817,24.043,196.422,2.718,196.511,2.857,1,Agtron 65
14.797,3.548,179.49,32.073,91.759,25.664,72.138,25.778,138.331,2.279,151.75,4.594,66.366,23.223,196.422,2.718,196.511,2.857,1,Agtron 65
14.897,3.178,180.61,33.434,91.207,25.76,71.761,26.148,138.181,2.45,151.786,4.886,66.014,23.503,196.422,2.718,196.511,2.857,1,Agtron 65
14.904,4.648,182.937,31.847,89.437,23.588,69.833,24.01,138.371,2.273,151.848,4.668,64.17,21.539,196.422,2.718,196.511,2.857,1,Agtron 65
14.981,5.464,178.376,32.506,90.894,24.229,71.691,24.771,138.104,2.465,151.516,4.567,65.929,22.274,196.422,2.718,196.511,2.857,1,Agtron 65
14.903,3.737,178.676,31.099,92.123,24.79,72.602,24.762,138.261,2.251,151.917,4.426,66.734,22.371,196.422,2.718,196.511,2.857,1,Agtron 65
15.267,2.995,175.81,30.627,91.027,24.376,72.609,24.387,137.445,2.332,151.56,4.453,66.762,21.921,196.611,2.453,195.95,2.774,1,Agtron 65
15.186,3.253,178.471,30.386,88.586,22.148,70.083,22.414,137.603,2.358,151.381,4.281,64.409,20.025,196.611,2.453,195.95,2.774,1,Agtron 65
15.287,3.352,175.798,32.685,90.811,23.367,72.46,23.6,137.469,2.514,151.53,4.443,66.583,21.26,196.611,2.453,195.95,2.774,1,Agtron 65
15.411,4.966,174.871,31.659,90.581,22.671,72.425,23.115,137.349,2.484,151.438,4.433,66.545,20.792,196.611,2.453,195.95,2.774,1,Agtron 65
15.349,3.945,175.585,32.073,93.799,26.123,74.99,25.88,137.633,2.454,152.105,4.647,68.921,23.465,196.611,2.453,195.95,2.774,1,Agtron 65
15.156,3.922,177.558,31.002,89.111,22.52,70.606,23.017,137.627,2.364,151.32,4.278,64.914,20.634,196.611,2.453,195.95,2.774,1,Agtron 65
15.272,3.504,177.19,31.522,91.316,24.692,72.602,24.527,137.646,2.467,151.79,4.486,66.728,22.116,196.611,2.453,195.95,2.774,1,Agtron 65
15.41,5.678,177.836,31.419,88.962,23.411,70.634,23.844,137.461,2.52,151.355,4.35,64.955,21.461,196.611,2.453,195.95,2.774,1,Agtron 65
15.353,5.948,176.846,32.797,91.307,24.785,72.597,24.914,137.687,2.549,151.648,4.662,66.747,22.493,196.611,2.453,195.95,2.774,1,Agtron 65
15.099,4.032,177.051,30.966,90.25,23.975,71.482,24.008,137.773,2.527,151.441,4.45,65.739,21.601,196.611,2.453,195.95,2.774,1,Agtron 65
15.38,6.356,178.086,30.704,90.685,24.011,71.851,23.881,137.763,2.332,151.78,4.486,66.026,21.528,196.611,2.453,195.95,2.774,1,Agtron 65
15.258,3.053,176.965,30.144,88.794,21.819,70.58,22.292,137.405,2.374,151.312,4.124,64.866,19.94,196.611,2.453,195.95,2.774,1,Agtron 65
15.573,5.417,173.93,32.381,92.267,24.391,74.099,24.418,137.271,2.46,151.717,4.503,68.092,22.111,196.611,2.453,195.95,2.774,1,Agtron 65
15.327,4.254,175.98,31.414,90.123,22.747,71.846,23.181,137.429,2.459,151.435,4.349,66.023,20.794,196.611,2.453,195.95,2.774,1,Agtron 65
15.351,2.695,177.671,31.481,104.057,29.998,83.193,29.091,138.575,2.025,154.586,4.777,76.324,26.674,196.834,2.752,196.595,3.021,1,Agtron 75
15.538,4.496,177.906,31.511,102.555,29.818,82.032,28.757,138.372,2.308,154.398,5.086,75.242,26.312,196.834,2.752,196.595,3.021,1,Agtron 75
15.397,3.064,175.039,30.483,104.73,28.694,84.095,27.666,138.461,2.193,154.543,4.677,77.102,25.446,196.834,2.752,196.595,3.021,1,Agtron 75
15.229,2.442,178.596,29.976,99.623,28.339,79.175,27.267,138.497,2.219,153.792,4.593,72.634,24.895,196.834,2.752,196.595,3.021,1,Agtron 75
15.25,4.193,177.871,31.831,100.066,29.202,79.656,28.339,138.484,2.337,153.679,4.842,73.124,25.953,196.834,2.752,196.595,3.021,1,Agtron 75
15.17,4.044,176.004,31.933,104.002,30.191,83.001,29.098,138.776,2.277,154.206,5.019,76.202,26.727,196.834,2.752,196.595,3.021,1,Agtron 75
15.142,2.828,178.043,31.739,99.166,29.576,78.83,28.66,138.454,2.328,153.424,4.808,72.414,26.221,196.834,2.752,196.595,3.021,1,Agtron 75
15.283,4.162,176.82,30.94,103.013,27.824,82.176,26.855,138.723,2.356,154.348,4.685,75.313,24.641,196.834,2.752,196.595,3.021,1,Agtron 75
15.304,5.517,174.847,32.125,103.628,29.773,82.904,28.513,138.614,2.364,154.039,5.057,76.104,26.196,196.834,2.752,196.595,3.021,1,Agtron 75
15.533,5.628,174.425,32.613,100.954,28.525,81.078,27.58,138.11,2.586,153.561,4.966,74.41,25.222,196.834,2.752,196.595,3.021,1,Agtron 75
15.263,6.052,179.503,31.306,99.831,29.267,79.009,28.301,138.784,2.14,153.751,4.842,72.527,25.926,196.834,2.752,196.595,3.021,1,Agtron 75
15.429,3.855,179.348,32.148,99.686,29.349,79.421,28.432,138.323,2.285,153.902,4.892,72.874,26.042,196.834,2.752,196.595,3.021,1,Agtron 75
15.427,3.138,175.628,32.453,103.674,30.793,83.285,29.8,138.254,2.225,154.156,5.025,76.495,27.286,196.834,2.752,196.595,3.021,1,Agtron 75
15.38,3.703,175.425,31.304,105.472,29.791,84.573,28.649,138.605,2.197,154.639,4.762,77.585,26.369,196.834,2.752,196.595,3.021,1,Agtron 75
43.768,63.878,100.192,44.621,35.626,23.385,28.771,24.402,131.145,1.971,131.058,3.44,29.38,21.714,184.935,2.234,168.286,1.787,0,Agtron 25
52.763,69.056,99.855,43.239,31.834,21.18,25.02,21.855,131.014,1.922,130.45,3.004,26.096,19.587,184.935,2.234,168.286,1.787,0,Agtron 25
50.184,67.134,98.093,42.765,30.648,20.838,24.052,21.402,130.783,1.876,130.367,2.927,25.225,19.263,184.935,2.234,168.286,1.787,0,Agtron 25
47.492,65.907,96.778,44.029,34.653,22.965,27.96,24.165,131.053,1.924,130.643,3.089,28.754,21.545,184.935,2.234,168.286,1.787,0,Agtron 25
50.063,67.392,101.131,41.948,32.712,22.253,25.704,22.686,131.078,1.985,130.794,3.329,26.719,20.313,184.935,2.234,168.286,1.787,0,Agtron 25
50.714,67.779,101.843,43.064,31.881,21.281,24.876,21.995,131.049,1.927,130.565,3.075,26.017,19.698,184.935,2.234,168.286,1.787,0,Agtron 25
13.763,20.356,146.403,50.563,39.525,23.299,30.123,23.739,131.935,2.248,134.885,4.673,30.379,21.013,172.076,1.045,179.05,1.01,0,Agtron 25
14.617,23.448,152.654,48.933,39.967,23.906,29.899,24.039,132.26,2.397,135.306,5.056,30.188,21.234,172.076,1.045,179.05,1.01,0,Agtron 25
14.349,22.196,150.673,49.338,40.074,22.339,30.125,22.404,132.248,2.291,135.349,4.896,30.366,19.796,172.076,1.045,179.05,1.01,0,Agtron 25
25.532,41.041,124.281,57.064,36.256,25.157,28.643,25.031,131.029,2.601,133.537,5.217,28.881,22.351,172.076,1.045,179.05,1.01,0,Agtron 25
32.263,48.763,121.533,55.193,32.15,23.459,24.919,23.147,130.684,2.651,132.711,4.918,25.59,20.762,172.076,1.045,179.05,1.01,0,Agtron 25
29.841,45.668,122.33,55.55,32.315,23.779,24.961,23.432,130.718,2.651,132.907,5.007,25.651,21.0,172.076,1.045,179.05,1.01,0,Agtron 25
27.898,44.228,123.803,56.431,32.475,24.135,25.156,23.584,130.688,2.618,133.014,4.929,25.768,21.177,172.076,1.045,179.05,1.01,0,Agtron 25
28.254,44.558,126.448,57.516,34.147,24.85,26.517,24.507,130.976,2.712,133.336,5.291,26.941,21.955,172.076,1.045,179.05,1.01,0,Agtron 25
30.117,47.441,118.912,55.456,33.808,24.296,26.479,24.013,130.867,2.551,132.809,4.835,27.005,21.5,172.076,1.045,179.05,1.01,0,Agtron 25
37.396,52.275,108.898,55.413,30.791,23.801,24.451,23.834,130.246,2.399,131.819,4.469,25.214,21.493,172.076,1.045,179.05,1.01,0,Agtron 25
14.874,22.593,141.347,46.086,51.331,26.803,40.859,27.203,132.967,2.197,136.99,5.339,39.789,23.889,172.708,1.26,179.788,1.126,0,Agtron 35
12.956,10.393,168.874,44.601,49.506,25.448,37.179,25.216,133.594,2.425,138.903,6.084,36.392,22.016,172.708,1.26,179.788,1.126,0,Agtron 35
13.785,15.178,163.405,44.831,49.73,25.334,37.832,25.481,133.407,2.393,138.529,5.874,37.021,22.258,172.708,1.26,179.788,1.126,0,Agtron 35
12.9,8.616,169.855,45.308,50.415,25.262,37.891,25.556,133.7,2.385,139.041,6.069,37.105,22.26,172.708,1.26,179.788,1.126,0,Agtron 35
13.384,13.383,161.85,45.261,49.465,25.726,37.881,25.972,133.206,2.291,138.286,5.81,37.077,22.718,172.708,1.26,179.788,1.126,0,Agtron 35
13.641,15.386,157.955,47.155,51.154,26.969,39.733,26.739,133.273,2.421,138.449,6.113,38.57,23.469,172.708,1.26,179.788,1.126,0,Agtron 35
26.808,48.335,120.218,44.298,43.349,26.973,34.95,27.631,132.028,2.111,133.55,4.31,34.691,24.529,172.708,1.26,179.788,1.126,0,Agtron 35
24.941,46.805,118.334,45.662,44.757,27.15,36.096,28.235,132.275,2.107,133.483,4.193,35.852,24.99,172.708,1.26,179.788,1.126,0,Agtron 35
24.565,44.583,125.081,45.232,44.689,27.052,35.871,27.626,132.205,2.173,134.284,4.677,35.475,24.487,172.708,1.26,179.788,1.126,0,Agtron 35
19.018,36.185,127.113,47.037,44.562,25.441,35.502,26.409,132.232,2.054,134.39,4.307,35.26,23.296,172.708,1.26,179.788,1.126,0,Agtron 35
19.933,37.847,120.79,47.124,46.41,26.635,37.806,27.816,132.18,2.038,134.161,4.286,37.277,24.588,172.708,1.26,179.788,1.126,0,Agtron 35
15.26,25.178,139.499,49.959,51.064,28.898,41.129,29.798,132.749,2.189,136.303,5.049,40.032,26.358,186.226,2.065,169.78,1.574,0,Agtron 35
15.127,24.996,138.68,48.348,49.499,27.259,39.57,28.191,132.703,2.111,136.108,4.661,38.705,24.944,186.226,2.065,169.78,1.574,0,Agtron 35
17.122,30.964,140.967,47.418,48.138,28.47,38.066,29.114,132.76,2.268,135.886,5.021,37.361,25.827,186.226,2.065,169.78,1.574,0,Agtron 35
15.229,25.63,148.199,46.616,49.48,28.126,38.613,28.368,133.153,2.373,136.833,5.321,37.771,25.098,186.226,2.065,169.78,1.574,0,Agtron 35
13.446,12.048,163.013,46.223,54.943,28.931,42.915,29.055,133.574,2.376,139.515,6.229,41.381,25.542,186.226,2.065,169.78,1.574,0,Agtron 35
13.045,9.704,168.989,45.253,53.037,29.196,40.641,29.126,133.658,2.427,139.464,6.393,39.425,25.625,186.226,2.065,169.78,1.574,0,Agtron 35
13.497,15.02,167.11,43.264,52.553,29.862,40.071,29.345,133.745,2.488,139.126,6.394,38.944,25.817,186.226,2.065,169.78,1.574,0,Agtron 35
14.025,19.59,157.971,45.273,51.096,30.685,39.432,30.163,133.369,2.505,138.078,6.264,38.431,26.635,186.226,2.065,169.78,1.574,0,Agtron 35
13.157,15.142,158.133,43.898,52.898,30.723,41.012,30.431,133.516,2.437,138.392,5.957,39.868,26.876,186.226,2.065,169.78,1.574,0,Agtron 35
13.623,8.28,172.51,41.898,63.174,36.507,49.523,35.322,134.212,2.479,142.193,7.702,47.222,31.238,174.047,1.826,180.77,1.63,0,Agtron 45
13.795,8.072,172.445,39.203,65.321,35.55,51.22,34.194,134.529,2.498,142.912,7.678,48.656,30.116,174.047,1.826,180.77,1.63,0,Agtron 45
13.435,8.781,172.126,41.397,61.435,34.412,47.647,33.389,134.387,2.463,141.744,7.271,45.604,29.422,174.047,1.826,180.77,1.63,0,Agtron 45
13.808,10.987,171.371,40.129,63.14,36.641,49.435,35.273,134.261,2.533,142.106,7.888,47.149,31.156,174.047,1.826,180.77,1.63,0,Agtron 45
13.713,9.469,171.464,41.016,61.652,34.892,48.152,33.797,134.171,2.466,141.883,7.404,45.996,29.81,174.047,1.826,180.77,1.63,0,Agtron 45
13.754,10.077,168.173,40.612,60.292,33.869,47.25,32.866,133.931,2.393,141.315,7.151,45.22,28.929,174.047,1.826,180.77,1.63,0,Agtron 45
13.515,10.081,167.852,42.682,59.282,33.947,46.332,33.167,133.892,2.368,140.855,7.015,44.484,29.246,174.047,1.826,180.77,1.63,0,Agtron 45
13.667,11.424,167.17,41.507,59.379,34.47,46.46,33.282,133.881,2.455,140.975,7.26,44.531,29.368,174.047,1.826,180.77,1.63,0,Agtron 45
13.656,9.85,166.748,41.828,60.685,34.231,47.654,33.172,133.973,2.465,141.222,7.048,45.599,29.281,174.047,1.826,180.77,1.63,0,Agtron 45
13.573,9.894,170.955,39.898,60.302,34.944,46.827,33.849,134.12,2.428,141.497,7.447,44.913,29.818,174.047,1.826,180.77,1.63,0,Agtron 45
13.524,10.099,168.769,42.017,58.647,35.251,45.771,34.107,133.774,2.449,140.747,7.335,43.991,30.107,174.047,1.826,180.77,1.63,0,Agtron 45
13.633,11.202,170.439,41.794,57.065,34.392,44.085,33.014,133.858,2.544,140.725,7.357,42.453,29.158,174.047,1.826,180.77,1.63,0,Agtron 45
13.562,10.127,166.437,42.496,60.417,35.848,47.583,34.712,133.79,2.436,140.926,7.294,45.592,30.671,174.047,1.826,180.77,1.63,0,Agtron 45
13.794,5.546,188.978,36.936,71.935,35.037,54.858,33.736,136.35,2.751,146.414,8.403,51.556,29.665,169.823,2.175,176.369,2.0,0,Agtron 55
13.735,4.938,189.014,36.181,71.111,33.327,54.081,32.22,136.366,2.613,146.26,8.022,50.844,28.229,169.823,2.175,176.369,2.0,0,Agtron 55
13.868,4.051,187.362,37.831,74.662,36.507,57.598,35.171,136.24,2.598,146.768,8.516,54.027,30.951,169.823,2.175,176.369,2.0,0,Agtron 55
13.764,4.034,188.485,35.975,73.72,35.163,56.406,33.933,136.498,2.776,146.855,8.321,52.905,29.902,169.823,2.175,176.369,2.0,0,Agtron 55
13.807,5.069,186.499,37.745,73.815,35.594,56.78,34.343,136.327,2.684,146.509,8.218,53.292,30.251,169.823,2.175,176.369,2.0,0,Agtron 55
13.849,5.072,187.614,36.948,73.56,34.826,56.437,33.252,136.417,2.786,146.778,8.354,52.869,29.249,169.823,2.175,176.369,2.0,0,Agtron 55
13.931,5.498,185.958,37.69,74.031,35.562,57.166,34.172,136.184,2.702,146.686,8.472,53.582,30.07,169.823,2.175,176.369,2.0,0,Agtron 55
13.861,3.379,188.966,36.465,73.032,34.098,55.905,33.186,136.352,2.627,146.789,8.164,52.461,29.155,169.823,2.175,176.369,2.0,0,Agtron 55
14.095,3.222,189.065,36.24,75.78,32.684,58.283,32.099,136.607,2.477,147.7,7.828,54.447,28.148,172.903,2.206,179.497,1.708,0,Agtron 55
14.248,4.165,189.255,36.821,75.957,33.507,58.608,32.888,136.46,2.486,147.753,8.008,54.757,28.856,172.903,2.206,179.497,1.708,0,Agtron 55
14.192,4.455,179.405,41.29,77.049,33.177,60.638,33.444,136.036,2.483,146.742,7.262,56.735,29.524,172.903,2.206,179.497,1.708,0,Agtron 55
14.298,4.202,174.098,42.137,75.774,32.226,60.37,32.811,135.467,2.496,145.965,6.787,56.533,29.02,172.903,2.206,179.497,1.708,0,Agtron 55
14.256,3.797,184.142,38.837,79.601,32.792,62.162,32.831,136.652,2.549,148.114,7.43,57.914,28.979,172.903,2.206,179.497,1.708,0,Agtron 55
14.324,3.019,185.77,37.996,80.749,32.647,62.951,32.539,136.842,2.525,148.72,7.535,58.545,28.699,172.903,2.206,179.497,1.708,0,Agtron 55
14.17,3.319,186.061,38.713,78.362,33.403,60.877,33.169,136.617,2.491,147.956,7.837,56.792,29.198,172.903,2.206,179.497,1.708,0,Agtron 55
14.439,3.284,183.966,39.215,80.28,33.085,62.966,33.135,136.501,2.521,148.365,7.562,58.625,29.262,172.903,2.206,179.497,1.708,0,Agtron 55
14.073,3.305,181.715,41.351,78.763,34.711,61.717,34.635,136.373,2.537,147.246,7.674,57.707,30.609,172.903,2.206,179.497,1.708,0,Agtron 55
14.462,3.6,183.569,38.144,80.61,32.174,63.288,32.139,136.521,2.463,148.539,7.503,58.833,28.3,172.903,2.206,179.497,1.708,0,Agtron 55
14.368,3.52,185.867,37.366,78.837,32.083,61.321,31.798,136.678,2.5,148.35,7.564,57.092,27.976,172.903,2.206,179.497,1.708,0,Agtron 55
14.388,3.248,187.132,37.876,80.601,32.588,62.687,32.386,136.898,2.64,148.916,7.771,58.271,28.514,172.903,2.206,179.497,1.708,0,Agtron 55
14.441,3.227,182.6,39.776,79.944,31.844,62.766,31.922,136.496,2.45,148.167,7.222,58.421,28.146,172.903,2.206,179.497,1.708,0,Agtron 55
14.256,3.539,185.479,38.288,78.28,33.236,60.926,33.078,136.521,2.456,147.924,7.661,56.852,29.122,172.903,2.206,179.497,1.708,0,Agtron 55
14.365,3.328,177.801,41.686,78.952,33.175,62.727,33.577,135.895,2.449,147.09,7.089,58.556,29.721,172.903,2.206,179.497,1.708,0,Agtron 55
14.45,3.324,186.318,37.44,80.113,31.668,62.43,31.581,136.772,2.507,148.832,7.558,58.015,27.801,172.903,2.206,179.497,1.708,0,Agtron 55
14.349,3.731,184.13,40.074,77.695,33.126,60.782,33.205,136.238,2.509,147.617,7.683,56.748,29.218,172.903,2.206,179.497,1.708,0,Agtron 55
14.127,3.07,184.522,38.648,75.946,31.479,59.0,31.402,136.37,2.397,147.282,7.352,55.11,27.601,172.903,2.206,179.497,1.708,0,Agtron 55
14.489,3.228,182.146,38.642,81.119,32.8,63.94,32.714,136.411,2.526,148.461,7.52,59.452,28.85,172.903,2.206,179.497,1.708,0,Agtron 55
14.303,3.531,185.932,37.946,79.743,33.117,62.107,32.829,136.708,2.438,148.433,7.7,57.825,28.926,172.903,2.206,179.497,1.708,0,Agtron 55
14.335,3.478,183.775,39.81,78.001,32.886,60.945,32.909,136.369,2.503,147.678,7.6,56.894,28.994,172.903,2.206,179.497,1.708,0,Agtron 55
15.222,3.487,177.387,41.519,86.236,35.8,69.925,36.096,135.621,2.532,149.196,7.281,64.9,32.292,182.583,1.607,179.359,1.228,0,Agtron 65
15.873,3.642,183.033,38.398,90.474,35.634,73.263,35.526,135.896,2.549,151.606,7.802,67.637,31.78,182.583,1.607,179.359,1.228,0,Agtron 65
15.644,3.352,184.68,37.492,87.878,35.212,70.618,35.078,135.988,2.5,151.122,7.799,65.285,31.231,182.583,1.607,179.359,1.228,0,Agtron 65
15.691,3.501,183.997,38.742,88.818,36.402,71.647,36.262,135.876,2.515,151.164,8.067,66.259,32.391,182.583,1.607,179.359,1.228,0,Agtron 65
15.525,3.195,184.134,39.906,88.221,38.631,71.068,38.426,135.822,2.575,150.611,8.169,65.923,34.416,182.583,1.607,179.359,1.228,0,Agtron 65
15.798,3.161,182.692,36.762,90.849,34.82,73.439,34.551,136.061,2.495,151.798,7.652,67.743,30.848,182.583,1.607,179.359,1.228,0,Agtron 65
15.646,3.21,178.605,39.539,87.861,36.695,71.573,36.898,135.389,2.487,150.066,7.549,66.359,33.02,182.583,1.607,179.359,1.228,0,Agtron 65
15.601,3.342,183.718,37.897,87.519,36.39,70.458,36.053,135.825,2.457,150.826,8.114,65.217,32.138,182.583,1.607,179.359,1.228,0,Agtron 65
15.405,4.152,183.764,38.096,86.087,35.348,69.069,35.371,135.932,2.616,150.366,7.903,63.957,31.476,182.583,1.607,179.359,1.228,0,Agtron 65
15.708,3.084,185.285,38.533,90.616,37.814,72.982,37.537,136.083,2.51,151.65,8.085,67.508,33.641,182.583,1.607,179.359,1.228,0,Agtron 65
15.794,3.123,187.628,36.192,92.286,37.17,74.051,36.412,136.404,2.447,152.663,8.295,68.289,32.558,182.583,1.607,179.359,1.228,0,Agtron 65
15.641,3.921,188.457,35.458,91.729,37.299,73.131,36.259,136.69,2.438,152.567,8.342,67.471,32.414,182.583,1.607,179.359,1.228,0,Agtron 65
15.646,3.099,186.804,36.501,92.015,38.811,73.912,38.033,136.275,2.513,152.256,8.536,68.286,34.08,182.583,1.607,179.359,1.228,0,Agtron 65
15.539,3.077,187.596,36.234,91.977,37.978,73.52,37.219,136.595,2.493,152.337,8.232,67.901,33.369,182.583,1.607,179.359,1.228,0,Agtron 65
15.655,3.089,185.606,35.889,93.288,37.784,74.958,36.899,136.468,2.495,152.512,8.299,69.182,32.975,182.583,1.607,179.359,1.228,0,Agtron 65
15.336,3.062,187.973,35.677,88.865,37.613,70.594,36.522,136.557,2.382,151.48,8.359,65.313,32.554,182.583,1.607,179.359,1.228,0,Agtron 65
15.549,3.081,187.657,36.085,89.869,37.251,71.711,36.437,136.477,2.473,151.862,8.06,66.27,32.649,182.583,1.607,179.359,1.228,0,Agtron 65
15.474,3.227,188.029,35.077,88.979,36.168,70.826,35.372,136.498,2.519,151.78,8.185,65.412,31.466,182.583,1.607,179.359,1.228,0,Agtron 65
15.51,3.26,186.693,35.969,91.678,39.095,73.373,38.096,136.442,2.469,152.064,8.485,67.85,34.119,182.583,1.607,179.359,1.228,0,Agtron 65
15.467,3.271,187.701,35.484,90.277,38.239,72.031,37.12,136.47,2.444,151.874,8.445,66.586,33.159,182.583,1.607,179.359,1.228,0,Agtron 65
15.59,3.35,189.159,35.626,86.51,38.786,68.938,37.621,135.975,2.571,151.12,8.785,63.88,33.485,178.349,1.988,183.103,1.932,0,Agtron 65
15.893,3.195,186.316,36.726,91.994,38.832,74.12,38.108,136.108,2.616,152.314,8.113,68.505,34.257,178.349,1.988,183.103,1.932,0,Agtron 65
15.833,3.193,188.337,36.697,90.001,38.177,72.191,37.565,136.083,2.626,152.063,8.434,66.729,33.569,178.349,1.988,183.103,1.932,0,Agtron 65
15.626,3.314,190.917,35.571,88.108,39.113,69.977,37.9,136.339,2.754,151.796,8.673,64.755,33.93,178.349,1.988,183.103,1.932,0,Agtron 65
15.669,3.264,186.205,36.058,90.26,37.796,72.53,36.876,136.115,2.606,151.853,8.307,66.994,32.964,178.349,1.988,183.103,1.932,0,Agtron 65
15.904,3.082,187.291,35.137,89.912,35.986,72.303,35.318,136.016,2.531,152.22,8.066,66.68,31.461,178.349,1.988,183.103,1.932,0,Agtron 65
15.778,3.034,185.536,36.289,88.562,36.575,71.217,36.188,135.914,2.583,151.386,7.99,65.871,32.206,178.349,1.988,183.103,1.932,0,Agtron 65
15.81,2.972,188.171,36.022,89.77,37.137,71.979,36.257,136.136,2.571,152.069,8.253,66.453,32.332,178.349,1.988,183.103,1.932,0,Agtron 65
15.836,3.002,189.213,36.147,87.507,37.101,69.967,36.424,135.993,2.507,151.624,8.152,64.708,32.51,178.349,1.988,183.103,1.932,0,Agtron 65
15.736,3.044,184.111,36.201,92.256,37.369,74.448,36.808,136.144,2.578,152.107,8.173,68.752,32.871,178.349,1.988,183.103,1.932,0,Agtron 65
15.918,3.197,187.041,36.503,88.59,36.987,71.345,36.327,135.776,2.606,151.688,8.23,65.91,32.397,178.349,1.988,183.103,1.932,0,Agtron 65
15.814,3.063,185.511,36.142,90.723,37.328,73.129,36.622,135.991,2.589,151.993,8.242,67.529,32.71,178.349,1.988,183.103,1.932,0,Agtron 65
15.716,3.07,188.649,36.049,89.136,37.839,71.314,36.972,136.151,2.658,151.869,8.499,65.901,32.972,178.349,1.988,183.103,1.932,0,Agtron 65
15.609,3.281,187.944,36.688,88.604,37.192,70.879,36.432,136.163,2.531,151.576,8.389,65.509,32.448,178.349,1.988,183.103,1.932,0,Agtron 65
15.839,2.756,191.69,36.056,102.024,39.906,81.411,38.877,137.645,2.417,155.607,8.278,74.847,35.343,175.936,2.39,182.208,2.083,0,Agtron 75
15.827,3.018,185.35,36.567,98.296,38.979,79.161,38.027,136.847,2.605,153.808,8.255,72.964,34.355,175.936,2.39,182.208,2.083,0,Agtron 75
15.922,2.777,188.853,35.663,104.981,39.584,84.316,38.678,137.585,2.428,156.063,8.108,77.477,35.243,175.936,2.39,182.208,2.083,0,Agtron 75
16.174,2.971,186.123,36.865,99.839,38.548,80.789,37.734,136.674,2.693,154.582,8.009,74.342,34.172,175.936,2.39,182.208,2.083,0,Agtron 75
16.155,2.821,186.748,36.254,100.329,38.488,81.031,37.523,136.816,2.673,154.833,8.091,74.528,33.958,175.936,2.39,182.208,2.083,0,Agtron 75
16.081,2.766,184.888,36.779,103.347,38.534,83.735,37.943,136.987,2.438,155.214,7.768,77.021,34.507,175.936,2.39,182.208,2.083,0,Agtron 75
15.71,4.382,174.187,41.364,90.035,40.111,74.044,39.79,135.107,2.388,149.645,7.602,68.818,35.853,175.936,2.39,182.208,2.083,0,Agtron 75
