coffee_H_mean,coffee_H_std,coffee_S_mean,coffee_S_std,coffee_V_mean,coffee_V_std,coffee_L_mean,coffee_L_std,coffee_A_mean,coffee_A_std,coffee_Bl_mean,coffee_Bl_std,coffee_grey_mean,coffee_grey_std,paper_V_mean,paper_V_std,paper_L_mean,paper_L_std,flash,agtron
15.805,2.922,172.471,40.704,96.751,39.536,79.878,39.758,135.632,2.311,151.217,6.828,74.048,36.253,175.936,2.39,182.208,2.083,0,Agtron 75
15.571,4.297,174.964,41.422,85.607,37.817,70.055,38.08,134.995,2.446,148.793,7.257,65.182,34.218,175.936,2.39,182.208,2.083,0,Agtron 75
15.675,3.302,164.416,43.641,98.132,41.909,82.383,42.302,134.936,2.367,149.865,7.156,76.606,38.553,175.936,2.39,182.208,2.083,0,Agtron 75
15.566,3.735,168.618,42.746,86.861,39.493,72.013,39.482,134.582,2.401,148.111,7.157,67.088,35.662,175.936,2.39,182.208,2.083,0,Agtron 75
15.864,4.224,166.022,42.524,94.515,39.693,79.105,40.264,134.798,2.303,149.615,6.853,73.502,36.518,175.936,2.39,182.208,2.083,0,Agtron 75
15.391,3.694,168.452,43.76,84.099,38.428,69.545,38.672,134.516,2.585,147.331,7.091,64.879,34.734,175.936,2.39,182.208,2.083,0,Agtron 75
16.029,6.084,164.426,42.647,96.944,39.357,81.35,39.998,134.928,2.394,149.979,6.68,75.52,36.357,175.936,2.39,182.208,2.083,0,Agtron 75
15.724,4.313,167.615,43.196,87.075,37.742,72.442,38.332,134.498,2.528,148.173,6.954,67.41,34.476,175.936,2.39,182.208,2.083,0,Agtron 75
15.589,3.177,167.31,41.897,91.719,37.504,76.153,38.028,135.081,2.231,149.22,6.628,70.734,34.378,175.936,2.39,182.208,2.083,0,Agtron 75
15.214,4.18,165.022,44.503,83.326,38.497,69.223,38.933,134.302,2.414,146.58,7.006,64.666,34.979,175.936,2.39,182.208,2.083,0,Agtron 75
15.664,3.603,168.796,41.075,93.02,36.739,76.984,37.203,135.38,2.481,149.912,6.557,71.375,33.695,175.936,2.39,182.208,2.083,0,Agtron 75
19.992,38.065,100.285,57.749,29.672,21.633,23.818,22.2,130.221,1.831,130.86,2.801,24.847,20.039,190.745,6.168,168.56,4.293,0,Agtron 25
20.671,38.964,105.207,57.952,29.878,22.068,23.871,22.753,130.325,1.881,130.886,2.671,24.875,20.556,190.745,6.168,168.56,4.293,0,Agtron 25
15.623,22.703,132.923,56.861,30.672,21.005,23.454,21.053,130.557,1.95,132.505,3.517,24.51,19.005,190.745,6.168,168.56,4.293,0,Agtron 25
17.119,28.416,121.227,59.163,32.585,22.858,26.068,23.728,130.468,1.873,131.995,3.204,26.789,21.323,190.745,6.168,168.56,4.293,0,Agtron 25
26.784,37.818,92.698,61.031,27.608,22.693,22.38,22.341,129.613,2.238,131.081,3.691,23.301,20.304,182.336,4.067,169.322,2.573,0,Agtron 25
29.625,43.001,94.419,59.889,28.337,24.158,22.966,24.066,129.791,2.276,130.828,3.622,23.771,21.8,182.336,4.067,169.322,2.573,0,Agtron 25
64.432,64.364,85.81,56.833,27.59,24.165,22.387,24.153,129.87,2.113,128.9,3.149,23.359,21.939,182.336,4.067,169.322,2.573,0,Agtron 25
71.261,64.493,84.647,55.186,27.888,23.847,22.625,23.838,129.937,2.19,128.75,3.055,23.585,21.684,182.336,4.067,169.322,2.573,0,Agtron 25
12.993,18.599,126.806,53.206,48.961,29.617,40.276,30.335,132.219,2.263,134.939,4.653,39.329,26.947,192.685,5.134,164.602,3.867,0,Agtron 35
13.038,7.426,150.833,53.941,50.969,29.241,40.94,29.367,132.58,2.341,137.301,5.448,39.702,26.022,192.685,5.134,164.602,3.867,0,Agtron 35
12.638,12.821,141.813,54.357,47.266,29.166,37.859,29.611,132.301,2.343,135.754,4.957,37.126,26.285,193.097,4.889,165.599,3.554,0,Agtron 35
14.96,25.834,119.787,49.073,44.022,27.212,35.833,27.378,131.858,2.196,134.145,4.367,35.373,24.346,193.097,4.889,165.599,3.554,0,Agtron 35
16.681,30.959,105.933,49.859,38.459,26.51,31.779,27.041,130.947,1.994,132.559,3.685,31.789,24.14,193.097,4.889,165.599,3.554,0,Agtron 35
17.33,33.239,104.967,49.985,38.432,24.768,31.586,25.275,131.112,2.004,132.361,3.515,31.694,22.55,193.097,4.889,165.599,3.554,0,Agtron 35
15.564,28.32,112.571,49.819,40.013,25.913,32.504,26.039,131.401,2.123,133.198,4.005,32.471,23.2,193.097,4.889,165.599,3.554,0,Agtron 35
13.088,9.135,150.879,51.545,53.595,32.552,43.11,32.238,132.772,2.466,137.986,6.007,41.668,28.618,186.126,6.362,162.828,4.787,0,Agtron 45
12.91,9.519,148.802,53.418,50.171,32.656,40.31,32.379,132.395,2.412,136.879,5.676,39.237,28.814,186.126,6.362,162.828,4.787,0,Agtron 45
13.206,7.42,151.246,51.815,51.822,32.94,41.795,32.509,132.416,2.419,137.629,6.012,40.486,28.853,186.126,6.362,162.828,4.787,0,Agtron 45
13.487,5.487,158.166,49.266,58.047,33.012,46.747,32.78,133.119,2.332,139.549,6.229,44.85,29.034,187.114,5.261,167.406,4.363,0,Agtron 45
13.309,7.312,156.388,50.094,53.636,33.906,42.832,33.054,132.789,2.453,138.453,6.526,41.411,29.32,187.114,5.261,167.406,4.363,0,Agtron 45
13.181,5.469,158.521,50.881,52.49,33.069,41.719,32.556,132.738,2.483,138.189,6.269,40.463,28.846,187.114,5.261,167.406,4.363,0,Agtron 45
13.305,5.995,160.535,51.661,55.39,35.277,44.321,34.663,132.929,2.51,138.801,6.515,42.737,30.802,187.114,5.261,167.406,4.363,0,Agtron 45
14.503,3.793,180.33,48.061,69.975,37.785,55.891,37.086,134.343,2.378,144.366,7.807,52.672,32.965,184.159,5.238,173.774,4.658,0,Agtron 55
14.695,3.487,179.397,46.996,71.779,38.664,57.559,37.806,134.361,2.423,144.773,7.863,54.181,33.637,184.159,5.238,173.774,4.658,0,Agtron 55
14.62,4.068,180.532,45.938,71.772,36.858,57.369,36.057,134.568,2.399,145.079,7.79,53.871,32.01,184.159,5.238,173.774,4.658,0,Agtron 55
13.722,3.84,187.176,43.621,67.09,36.426,51.769,35.132,135.285,3.267,144.283,8.209,48.908,31.081,179.677,4.674,175.305,4.416,0,Agtron 55
13.455,4.209,183.32,44.175,66.941,37.174,51.682,35.809,135.34,3.405,143.647,8.028,48.954,31.771,179.677,4.674,175.305,4.416,0,Agtron 55
13.988,4.303,187.594,42.08,65.446,35.122,50.351,33.626,135.11,3.04,144.217,8.052,47.623,29.675,179.677,4.674,175.305,4.416,0,Agtron 55
14.275,4.113,185.992,41.385,70.459,37.447,54.929,36.13,135.287,3.117,145.482,8.372,51.694,32.083,179.677,4.674,175.305,4.416,0,Agtron 55
14.053,3.697,189.185,42.177,69.622,35.563,53.628,34.076,135.711,3.128,145.456,8.08,50.445,30.157,179.677,4.674,175.305,4.416,0,Agtron 55
14.82,3.417,189.147,41.096,74.718,38.774,58.8,37.402,135.258,2.75,147.154,8.883,55.053,33.208,176.042,4.571,173.971,3.683,0,Agtron 65
15.133,3.483,185.706,42.353,84.352,41.704,67.43,40.39,135.733,2.836,149.17,8.938,62.813,36.157,176.042,4.571,173.971,3.683,0,Agtron 65
15.086,3.502,181.958,41.066,87.976,43.644,70.853,41.705,135.801,2.821,149.615,9.184,65.921,37.526,176.042,4.571,173.971,3.683,0,Agtron 65
15.113,3.863,191.882,40.709,78.667,39.731,62.083,38.35,135.578,2.948,148.647,9.064,57.851,34.17,176.042,4.571,173.971,3.683,0,Agtron 65
15.184,3.639,188.496,42.021,82.877,41.259,66.114,39.709,135.664,3.2,149.243,9.159,61.458,35.536,172.479,4.717,174.921,4.23,0,Agtron 65
15.057,3.683,191.524,42.605,79.84,43.937,63.342,41.998,135.365,3.153,148.343,9.8,59.149,37.571,172.479,4.717,174.921,4.23,0,Agtron 65
15.424,3.34,192.041,40.884,82.265,40.474,65.293,39.107,135.713,3.017,149.684,9.118,60.692,34.908,172.479,4.717,174.921,4.23,0,Agtron 65
15.449,3.405,192.501,40.846,92.743,46.284,74.002,44.045,136.466,2.867,152.207,9.791,68.603,39.98,170.886,5.232,173.955,4.631,0,Agtron 75
15.391,3.622,195.12,38.788,90.144,41.945,71.275,40.153,136.739,2.956,152.321,9.593,65.873,36.041,170.886,5.232,173.955,4.631,0,Agtron 75
15.499,3.211,192.049,38.604,95.709,42.026,76.217,40.334,137.046,2.667,153.471,9.175,70.321,36.427,170.886,5.232,173.955,4.631,0,Agtron 75
15.423,3.67,193.012,39.329,93.319,42.966,74.232,41.065,136.814,2.788,152.806,9.51,68.567,37.046,170.886,5.232,173.955,4.631,0,Agtron 75
48.138,67.234,115.004,62.25,34.442,25.792,26.062,26.199,131.989,2.976,130.774,3.693,27.015,23.483,200.914,8.112,191.742,7.231,1,Agtron 25
60.567,72.66,110.955,65.157,29.656,24.071,21.952,24.117,131.462,2.922,130.08,3.501,23.264,21.776,200.914,8.112,191.742,7.231,1,Agtron 25
48.42,67.537,116.279,64.974,33.331,25.503,24.759,25.561,131.997,3.09,130.825,4.052,25.839,22.986,200.914,8.112,191.742,7.231,1,Agtron 25
54.411,70.323,114.721,65.028,32.445,24.642,24.144,24.854,131.916,3.062,130.507,3.799,25.274,22.365,200.914,8.112,191.742,7.231,1,Agtron 25
16.238,37.973,130.179,58.394,44.137,23.78,33.301,26.072,133.602,2.309,132.693,3.29,33.836,22.971,198.005,8.212,189.525,7.377,1,Agtron 25
14.17,34.317,131.347,56.874,43.485,21.973,32.382,24.391,133.708,2.245,132.85,3.146,33.068,21.334,198.005,8.212,189.525,7.377,1,Agtron 25
14.321,35.046,133.586,56.643,41.773,22.212,30.676,24.062,133.591,2.301,132.672,3.293,31.549,21.149,198.005,8.212,189.525,7.377,1,Agtron 25
10.299,8.458,150.419,44.217,57.348,22.027,42.873,23.192,135.894,2.072,138.201,4.371,41.872,20.04,199.762,8.106,191.563,7.329,1,Agtron 35
10.348,8.991,151.923,45.124,55.789,22.872,41.508,24.027,135.648,2.174,137.94,4.575,40.7,20.843,199.762,8.106,191.563,7.329,1,Agtron 35
10.006,8.252,146.181,46.64,57.769,22.833,43.705,24.271,135.735,2.144,137.696,4.352,42.632,21.05,199.762,8.106,191.563,7.329,1,Agtron 35
10.549,8.007,156.37,46.081,62.068,24.307,46.587,25.698,136.585,2.143,139.446,4.69,45.021,22.342,199.574,7.524,192.243,7.102,1,Agtron 35
11.295,11.288,156.316,45.341,61.452,23.368,46.067,25.109,136.512,2.098,139.487,4.604,44.59,21.866,199.574,7.524,192.243,7.102,1,Agtron 35
10.664,7.888,156.181,46.421,59.107,22.678,44.126,24.282,136.189,2.078,138.879,4.253,42.909,21.047,199.574,7.524,192.243,7.102,1,Agtron 35
11.027,10.535,156.339,45.55,59.884,23.047,44.76,24.672,136.291,2.149,139.098,4.539,43.433,21.412,199.574,7.524,192.243,7.102,1,Agtron 35
11.855,3.462,165.008,36.309,73.198,25.84,55.664,26.23,137.745,2.172,143.856,5.29,52.612,22.917,198.228,7.508,192.09,7.376,1,Agtron 45
12.028,4.634,159.919,35.221,77.648,28.446,60.09,28.265,137.754,2.287,144.346,5.589,56.57,24.908,198.228,7.508,192.09,7.376,1,Agtron 45
11.959,4.905,155.106,36.857,80.093,27.978,62.73,28.015,137.77,2.134,144.288,5.425,58.916,24.809,198.228,7.508,192.09,7.376,1,Agtron 45
12.081,4.728,160.575,36.738,78.524,28.326,60.787,28.293,137.908,2.17,144.592,5.415,57.168,25.069,198.228,7.508,192.09,7.376,1,Agtron 45
13.095,3.705,173.809,35.662,80.521,25.965,61.771,26.718,138.335,2.31,147.14,5.044,57.653,23.695,198.193,7.499,191.873,7.394,1,Agtron 55
13.265,4.168,171.224,34.623,86.19,28.416,66.963,28.503,138.529,2.425,148.184,5.456,62.25,25.45,198.193,7.499,191.873,7.394,1,Agtron 55
13.041,3.921,170.651,34.071,86.3,27.127,66.773,27.419,138.869,2.43,148.111,5.095,62.046,24.531,198.193,7.499,191.873,7.394,1,Agtron 55
13.247,4.664,171.038,34.366,87.02,28.269,67.519,28.209,138.753,2.385,148.353,5.355,62.732,25.26,198.193,7.499,191.873,7.394,1,Agtron 55
14.837,3.843,177.474,34.044,89.638,29.992,70.786,29.233,137.701,2.366,150.624,5.413,65.435,26.264,199.461,7.53,193.052,7.377,1,Agtron 65
14.989,3.309,178.987,33.361,87.104,25.468,68.742,25.619,137.494,2.443,150.669,4.994,63.384,22.919,199.461,7.53,193.052,7.377,1,Agtron 65
15.258,3.634,177.112,33.216,88.692,26.385,70.601,26.176,137.223,2.398,150.908,4.755,65.07,23.551,199.461,7.53,193.052,7.377,1,Agtron 65
14.323,3.826,176.798,34.026,88.092,31.502,69.174,30.981,137.767,2.163,149.757,6.254,64.171,27.563,198.615,7.512,192.384,7.375,1,Agtron 65
14.268,3.21,174.982,32.589,87.754,27.329,68.924,27.206,137.922,2.277,149.844,5.514,63.757,24.223,198.615,7.512,192.384,7.375,1,Agtron 65
14.233,3.982,175.098,34.587,85.486,29.272,67.038,28.968,137.64,2.335,149.049,5.953,62.225,25.734,198.615,7.512,192.384,7.375,1,Agtron 65
14.551,2.768,172.887,31.904,90.414,28.748,71.715,28.041,137.694,2.36,150.297,5.585,66.271,25.055,198.615,7.512,192.384,7.375,1,Agtron 65
14.551,2.768,172.887,31.904,90.414,28.748,71.715,28.041,137.694,2.36,150.297,5.585,66.271,25.055,198.615,7.512,192.384,7.375,1,Agtron 65
15.248,3.661,171.43,31.911,105.752,33.726,85.342,32.375,138.187,2.237,153.61,5.378,78.624,29.673,200.397,7.631,193.834,7.468,1,Agtron 75
15.445,2.679,171.785,30.931,105.124,32.309,85.028,30.777,137.978,2.494,153.873,5.103,78.208,28.264,200.397,7.631,193.834,7.468,1,Agtron 75
15.355,2.211,170.767,30.922,105.995,32.366,85.738,30.702,138.081,2.375,153.843,5.267,78.884,28.144,200.397,7.631,193.834,7.468,1,Agtron 75
14.946,3.016,175.687,31.886,103.813,33.477,82.746,31.908,138.734,2.282,153.718,5.516,76.174,29.233,200.397,7.631,193.834,7.468,1,Agtron 75
12.234,14.971,140.71,23.897,115.767,19.715,91.497,19.771,142.763,3.056,148.508,5.233,84.58,18.589,177.665,1.634,180.397,1.618,1,Agtron 65
10.772,12.039,138.268,19.203,116.822,19.584,91.753,19.11,143.499,2.572,147.697,4.205,84.941,17.998,177.665,1.634,180.397,1.618,1,Agtron 65
12.023,13.63,141.602,22.84,117.855,19.608,93.164,19.732,142.906,2.834,149.051,4.977,86.112,18.627,177.665,1.634,180.397,1.618,1,Agtron 65
10.533,2.141,138.862,14.091,106.892,22.379,84.662,20.413,141.463,2.749,147.038,4.737,78.403,18.748,177.665,1.634,180.397,1.618,1,Agtron 65
10.456,2.047,141.207,14.639,105.273,22.179,82.682,19.202,141.712,2.934,147.235,5.206,76.509,17.42,177.665,1.634,180.397,1.618,1,Agtron 65
10.744,1.767,139.574,11.175,102.616,16.188,81.298,14.897,141.005,2.239,146.532,3.157,75.193,13.558,177.665,1.634,180.397,1.618,1,Agtron 65
10.938,1.775,139.456,11.127,102.473,16.036,81.459,14.852,140.754,2.176,146.603,3.061,75.327,13.534,177.665,1.634,180.397,1.618,1,Agtron 65
10.837,1.369,139.848,10.485,103.059,16.098,81.721,14.675,140.971,2.034,146.715,3.15,75.561,13.354,177.665,1.634,180.397,1.618,1,Agtron 65
10.86,3.15,136.546,12.477,101.862,16.999,81.357,15.661,140.489,2.22,146.031,3.379,75.313,14.3,177.665,1.634,180.397,1.618,1,Agtron 65
10.774,1.508,139.777,11.182,99.385,16.008,78.686,14.642,140.637,2.076,146.094,3.142,72.82,13.249,177.665,1.634,180.397,1.618,1,Agtron 65
10.37,1.79,143.929,12.854,112.315,19.576,87.788,18.356,142.923,1.694,148.373,3.485,81.15,17.026,177.665,1.634,180.397,1.618,1,Agtron 65
10.306,1.965,145.36,12.209,110.491,18.302,85.953,17.101,143.006,1.615,148.28,3.27,79.407,15.731,177.665,1.634,180.397,1.618,1,Agtron 65
10.578,4.198,145.472,13.307,114.71,19.969,89.504,18.698,143.24,1.711,149.095,3.782,82.685,17.354,177.665,1.634,180.397,1.618,1,Agtron 65
10.615,2.382,146.976,12.94,114.808,18.671,89.417,17.495,143.334,1.631,149.438,3.517,82.536,16.226,177.665,1.634,180.397,1.618,1,Agtron 65
10.708,9.349,145.75,17.072,108.504,19.483,84.071,18.754,143.08,2.095,147.908,4.143,77.707,17.465,177.665,1.634,180.397,1.618,1,Agtron 65
10.319,5.778,122.168,15.362,96.526,18.479,79.066,18.077,138.938,2.492,142.852,3.703,73.549,16.552,177.665,1.634,180.397,1.618,1,Agtron 65
10.918,10.962,121.161,17.655,97.523,19.127,80.114,19.512,138.966,2.657,142.705,3.706,74.555,18.117,177.665,1.634,180.397,1.618,1,Agtron 65
11.339,12.114,120.829,19.599,98.605,19.014,81.331,19.366,138.833,2.821,142.96,4.026,75.627,18.017,177.665,1.634,180.397,1.618,1,Agtron 65
12.42,19.309,120.586,23.411,97.698,20.791,79.98,21.817,139.331,3.093,142.347,4.54,74.506,20.51,177.665,1.634,180.397,1.618,1,Agtron 65
12.267,17.401,118.927,22.504,98.089,20.296,80.888,21.554,138.962,3.09,142.256,4.151,75.33,20.278,177.665,1.634,180.397,1.618,1,Agtron 65
8.566,5.57,119.872,15.172,86.444,19.173,69.235,18.085,139.179,2.667,140.499,3.903,64.848,16.289,176.248,1.662,179.209,1.481,1,Agtron 55
8.318,3.913,121.001,14.267,85.444,18.927,67.947,17.024,139.364,2.7,140.484,3.947,63.68,15.171,176.248,1.662,179.209,1.481,1,Agtron 55
8.409,2.516,120.396,14.291,83.728,18.483,66.879,17.4,138.901,2.355,140.23,3.689,62.75,15.544,176.248,1.662,179.209,1.481,1,Agtron 55
8.413,3.465,122.244,14.92,89.131,18.505,70.91,16.736,139.86,2.819,141.096,3.822,66.279,15.034,176.248,1.662,179.209,1.481,1,Agtron 55
8.234,4.818,125.114,15.517,85.1,18.829,66.834,17.454,139.875,2.699,140.802,3.873,62.661,15.621,176.248,1.662,179.209,1.481,1,Agtron 55
8.198,4.2,127.027,15.276,88.947,18.918,69.659,17.252,140.553,2.632,141.541,4.085,65.131,15.519,176.248,1.662,179.209,1.481,1,Agtron 55
8.126,6.512,127.794,15.364,88.21,18.938,68.684,17.184,140.753,2.738,141.453,4.193,64.258,15.41,176.248,1.662,179.209,1.481,1,Agtron 55
8.659,7.866,126.286,16.256,88.458,19.193,69.531,18.03,140.311,2.77,141.381,3.995,65.039,16.303,176.248,1.662,179.209,1.481,1,Agtron 55
9.257,4.6,130.239,14.492,91.227,16.727,72.017,15.652,140.268,1.793,142.621,3.127,67.12,14.082,179.469,1.747,181.956,1.704,1,Agtron 55
9.138,2.654,132.018,15.089,91.881,18.614,72.204,17.19,140.518,1.916,142.962,3.544,67.294,15.528,179.469,1.747,181.956,1.704,1,Agtron 55
9.683,3.207,133.456,14.12,96.703,17.939,76.425,16.655,140.752,1.885,144.096,3.335,71.024,15.061,179.469,1.747,181.956,1.704,1,Agtron 55
9.55,3.76,130.255,14.259,95.189,19.505,75.661,18.0,140.3,1.813,143.401,3.886,70.423,16.298,179.469,1.747,181.956,1.704,1,Agtron 55
9.524,6.884,129.691,15.608,97.713,18.387,77.557,17.436,140.837,2.009,143.441,3.397,72.14,15.951,179.469,1.747,181.956,1.704,1,Agtron 55
8.031,2.104,126.698,14.159,88.622,18.039,69.298,16.381,140.643,2.869,141.347,3.543,64.793,14.703,175.742,1.686,178.901,1.634,1,Agtron 55
8.651,2.146,128.676,13.916,91.738,18.851,72.145,17.17,140.617,2.775,142.351,3.899,67.294,15.435,175.742,1.686,178.901,1.634,1,Agtron 55
8.522,2.354,128.353,14.972,91.797,21.047,72.129,19.034,140.633,2.87,142.341,4.554,67.337,17.156,175.742,1.686,178.901,1.634,1,Agtron 55
8.559,2.284,129.139,14.75,93.017,19.809,73.012,18.11,140.887,2.944,142.559,4.115,68.089,16.332,175.742,1.686,178.901,1.634,1,Agtron 55
8.258,2.449,125.923,13.745,91.791,20.337,72.385,19.007,140.588,2.776,141.803,3.987,67.623,17.238,175.742,1.686,178.901,1.634,1,Agtron 55
8.648,2.348,130.164,13.502,91.99,19.776,72.082,18.192,140.786,2.882,142.586,3.992,67.24,16.369,175.742,1.686,178.901,1.634,1,Agtron 55
11.248,7.881,146.467,17.583,121.203,21.375,94.898,20.172,143.625,2.418,150.599,4.797,87.622,18.827,177.884,1.747,180.469,1.594,1,Agtron 75
11.167,4.136,150.895,13.85,121.707,21.221,94.64,19.683,143.958,2.157,151.621,4.479,87.249,18.304,177.884,1.747,180.469,1.594,1,Agtron 75
11.156,6.595,146.018,15.552,122.14,21.57,95.698,20.095,143.664,2.37,150.653,4.603,88.385,18.726,177.884,1.747,180.469,1.594,1,Agtron 75
11.054,5.626,146.731,16.227,123.877,20.703,96.972,19.533,143.907,2.181,151.076,4.537,89.533,18.288,177.884,1.747,180.469,1.594,1,Agtron 75
11.005,1.688,149.059,13.108,118.08,23.222,91.962,20.424,143.45,2.718,150.737,4.934,84.837,18.917,177.884,1.747,180.469,1.594,1,Agtron 75
10.698,1.809,146.372,12.332,116.276,24.04,90.711,21.245,143.244,2.604,149.766,4.929,83.805,19.702,177.884,1.747,180.469,1.594,1,Agtron 75
11.18,1.805,147.493,13.276,115.479,23.253,90.452,20.312,142.766,2.967,150.199,4.966,83.472,18.689,177.884,1.747,180.469,1.594,1,Agtron 75
10.903,1.788,146.856,13.577,114.798,22.986,89.654,20.012,142.988,3.049,149.785,4.898,82.752,18.418,177.884,1.747,180.469,1.594,1,Agtron 75
11.737,3.964,153.086,15.239,132.662,19.589,103.611,19.224,144.614,2.171,154.177,3.668,95.503,18.284,177.884,1.747,180.469,1.594,1,Agtron 75
11.794,4.873,152.18,15.55,134.875,17.59,105.452,17.353,144.814,2.275,154.366,3.4,97.208,16.599,177.884,1.747,180.469,1.594,1,Agtron 75
11.867,1.799,151.849,12.701,136.134,18.196,106.81,17.606,144.542,1.996,154.69,3.314,98.523,16.772,174.954,1.671,178.052,1.57,1,Agtron 75
12.195,2.591,150.705,14.767,139.273,18.514,110.005,18.238,144.247,2.241,155.197,3.419,101.565,17.532,174.954,1.671,178.052,1.57,1,Agtron 75
7.811,11.053,110.318,17.508,78.895,17.496,63.244,15.538,138.517,2.731,137.952,3.546,59.647,13.857,179.316,1.712,182.028,1.613,1,Agtron 45
8.595,14.646,111.7,19.98,76.463,19.257,61.01,17.728,138.246,2.97,137.918,4.061,57.715,15.885,179.316,1.712,182.028,1.613,1,Agtron 45
8.516,14.925,110.971,18.322,79.285,18.961,63.534,17.181,138.517,2.752,138.139,3.931,59.931,15.434,179.316,1.712,182.028,1.613,1,Agtron 45
6.976,3.554,110.961,16.864,77.2,17.841,61.596,15.62,138.415,2.736,137.878,3.645,58.204,13.78,179.316,1.712,182.028,1.613,1,Agtron 45
8.713,7.784,121.301,16.485,84.643,20.784,67.362,18.916,139.148,2.125,140.382,4.143,63.224,16.957,173.377,1.568,176.98,1.404,1,Agtron 45
9.233,10.424,120.778,16.193,85.825,18.129,68.622,17.003,139.18,2.086,140.434,3.538,64.281,15.306,173.377,1.568,176.98,1.404,1,Agtron 45
8.707,3.056,123.259,14.566,88.303,16.352,70.436,15.293,139.592,1.769,141.104,2.994,65.821,13.719,173.377,1.568,176.98,1.404,1,Agtron 45
8.242,3.906,121.051,15.786,85.058,15.847,67.646,14.584,139.417,1.961,140.249,3.105,63.364,12.966,173.377,1.568,176.98,1.404,1,Agtron 45
7.739,1.822,119.096,17.247,81.948,18.63,64.874,16.122,139.176,2.49,139.64,3.976,60.982,14.22,173.377,1.568,176.98,1.404,1,Agtron 45
8.135,1.98,117.729,16.662,80.443,19.844,64.136,17.176,138.534,2.571,139.534,4.173,60.358,15.148,173.377,1.568,176.98,1.404,1,Agtron 45
7.683,1.809,113.834,16.718,76.587,18.437,61.174,16.142,138.064,2.429,138.399,3.691,57.799,14.197,173.377,1.568,176.98,1.404,1,Agtron 45
7.889,2.443,119.346,16.319,81.121,18.132,64.317,16.19,138.979,2.271,139.536,3.659,60.495,14.334,173.377,1.568,176.98,1.404,1,Agtron 45
7.274,10.528,98.184,16.276,67.028,16.733,54.729,15.515,136.2,2.089,135.395,2.94,52.34,13.535,179.176,1.665,181.873,1.611,1,Agtron 35
6.781,9.435,94.629,15.873,69.435,16.288,57.391,15.626,136.265,1.915,135.14,2.513,54.67,13.763,179.176,1.665,181.873,1.611,1,Agtron 35
6.955,7.851,99.66,16.173,72.564,15.809,59.545,15.071,136.887,1.863,135.994,2.704,56.501,13.267,179.176,1.665,181.873,1.611,1,Agtron 35
6.416,6.218,97.752,15.905,65.782,14.341,53.526,13.773,136.245,1.886,135.051,2.238,51.274,12.001,179.176,1.665,181.873,1.611,1,Agtron 35
5.123,7.476,78.693,16.16,57.271,12.586,47.981,11.775,134.327,1.897,132.62,2.196,46.515,10.106,176.157,1.585,179.294,1.442,1,Agtron 35
6.4,15.62,77.991,14.478,57.904,12.822,48.813,12.706,134.25,1.6,132.584,1.898,47.248,11.132,176.157,1.585,179.294,1.442,1,Agtron 35
6.624,17.663,78.265,14.87,57.009,13.416,47.771,13.017,134.276,1.726,132.535,2.111,46.376,11.371,176.157,1.585,179.294,1.442,1,Agtron 35
10.264,29.989,76.498,18.064,56.923,16.969,47.806,17.265,134.21,2.017,132.168,2.436,46.506,15.555,176.157,1.585,179.294,1.442,1,Agtron 35
5.862,15.019,81.345,15.364,56.97,13.275,47.167,12.675,134.615,1.756,132.703,2.211,45.859,11.086,176.157,1.585,179.294,1.442,1,Agtron 35
6.201,4.824,95.936,16.321,64.865,15.077,52.824,13.478,136.052,2.09,134.958,3.025,50.652,11.695,176.157,1.585,179.294,1.442,1,Agtron 35
7.216,17.029,88.467,15.626,62.127,13.996,51.285,13.821,135.404,1.806,133.743,2.171,49.385,12.233,176.157,1.585,179.294,1.442,1,Agtron 35
7.622,16.746,89.494,17.622,63.624,15.475,52.624,15.121,135.491,2.123,134.062,2.583,50.541,13.486,176.157,1.585,179.294,1.442,1,Agtron 35
7.72,16.699,92.539,16.594,65.344,15.096,53.817,14.573,135.845,2.022,134.539,2.573,51.546,12.922,172.509,1.473,176.079,1.359,1,Agtron 35
