coffee_H_mean,coffee_H_std,coffee_S_mean,coffee_S_std,coffee_V_mean,coffee_V_std,coffee_L_mean,coffee_L_std,coffee_A_mean,coffee_A_std,coffee_Bl_mean,coffee_Bl_std,coffee_grey_mean,coffee_grey_std,paper_V_mean,paper_V_std,paper_L_mean,paper_L_std,flash,agtron
8.213,20.323,90.16,17.327,61.689,14.541,50.688,14.146,135.416,1.971,133.954,2.575,48.863,12.468,172.509,1.473,176.079,1.359,1,Agtron 35
34.147,66.394,60.924,14.141,47.248,13.335,40.1,13.818,132.687,1.497,130.33,1.376,39.978,11.973,180.699,1.673,183.352,1.471,1,Agtron 25
32.537,65.045,61.259,14.694,47.443,13.143,40.16,13.594,132.817,1.557,130.289,1.351,40.025,11.85,180.699,1.673,183.352,1.471,1,Agtron 25
32.993,65.543,58.977,13.838,46.215,13.021,39.3,13.631,132.483,1.476,130.162,1.224,39.294,11.777,180.699,1.673,183.352,1.471,1,Agtron 25
30.155,63.158,63.59,14.28,47.582,13.104,40.017,13.983,132.988,1.467,130.386,1.258,39.942,12.161,180.699,1.673,183.352,1.471,1,Agtron 25
38.513,69.485,60.101,14.642,46.276,13.9,39.207,14.73,132.586,1.465,130.099,1.411,39.259,12.992,180.699,1.673,183.352,1.471,1,Agtron 25
125.614,45.268,25.775,13.963,39.005,18.376,35.647,19.522,129.675,1.548,126.894,1.399,36.167,17.735,179.843,1.669,182.712,1.509,1,Agtron 25
122.581,45.811,23.859,13.035,36.313,13.09,33.024,14.104,129.419,1.395,126.944,1.299,33.808,12.452,179.843,1.669,182.712,1.509,1,Agtron 25
126.233,48.402,23.401,13.314,35.938,12.581,32.682,13.685,129.542,1.364,127.114,1.241,33.553,12.104,179.843,1.669,182.712,1.509,1,Agtron 25
116.491,50.478,22.804,14.874,36.421,16.892,33.149,18.028,129.399,1.421,127.02,1.357,34.02,16.33,179.843,1.669,182.712,1.509,1,Agtron 25
18.213,47.656,63.928,16.665,48.823,13.036,41.512,13.26,132.798,1.685,130.834,1.768,41.097,11.452,179.884,1.683,182.789,1.486,1,Agtron 25
21.637,52.902,64.443,15.993,50.765,12.89,43.326,13.184,133.073,1.566,130.883,1.724,42.637,11.376,179.756,1.652,182.63,1.506,1,Agtron 25
12.397,38.12,66.765,14.83,48.586,11.834,40.849,11.922,133.024,1.621,130.954,1.423,40.532,10.169,179.756,1.652,182.63,1.506,1,Agtron 25
18.74,48.061,64.752,17.097,48.121,13.696,40.771,14.091,132.741,1.651,130.863,1.826,40.495,12.292,179.756,1.652,182.63,1.506,1,Agtron 25
29.416,62.003,61.645,14.722,48.246,13.321,41.104,13.894,132.747,1.506,130.471,1.485,40.812,11.998,179.756,1.652,182.63,1.506,1,Agtron 25
26.534,56.005,146.498,52.482,24.699,18.811,14.44,17.881,132.199,3.35,130.545,2.278,16.859,16.291,175.406,6.252,178.612,5.88,1,Agtron 25
16.886,42.687,153.305,50.284,23.221,16.263,12.778,14.55,132.169,3.346,130.687,2.171,15.338,13.396,175.406,6.252,178.612,5.88,1,Agtron 25
21.691,49.232,143.789,52.949,24.441,18.634,14.371,16.968,132.086,3.646,130.754,2.731,16.734,15.429,175.406,6.252,178.612,5.88,1,Agtron 25
25.759,54.472,146.545,51.639,22.675,17.769,12.856,15.652,131.977,3.6,130.517,2.499,15.249,14.392,175.406,6.252,178.612,5.88,1,Agtron 25
22.667,50.854,146.164,53.625,26.134,19.626,15.407,18.047,132.621,3.813,130.943,2.742,17.716,16.387,175.406,6.252,178.612,5.88,1,Agtron 25
8.245,12.597,182.405,34.807,52.247,20.872,32.129,20.416,139.699,3.562,138.206,4.502,32.567,17.715,176.16,6.344,179.387,5.969,1,Agtron 35
7.888,8.62,183.721,33.199,58.24,21.785,36.48,20.579,141.18,3.67,140.064,5.253,36.062,17.665,176.16,6.344,179.387,5.969,1,Agtron 35
7.561,6.919,184.624,31.249,55.983,20.609,34.536,19.723,140.873,3.281,139.492,4.634,34.48,16.935,176.16,6.344,179.387,5.969,1,Agtron 35
8.144,11.397,187.232,33.231,53.98,20.381,32.751,20.05,140.644,3.519,139.041,4.677,32.976,17.462,176.16,6.344,179.387,5.969,1,Agtron 35
7.0,5.3,172.376,30.587,44.941,16.041,26.986,15.531,137.845,2.882,136.104,3.453,28.526,13.227,177.505,5.836,180.714,5.533,1,Agtron 35
7.466,10.431,169.951,31.459,44.652,17.264,26.931,16.678,137.672,3.207,135.897,3.725,28.518,14.325,177.505,5.836,180.714,5.533,1,Agtron 35
6.825,3.522,175.995,30.286,41.305,15.4,23.85,14.481,137.172,3.097,135.339,3.427,25.857,12.363,177.505,5.836,180.714,5.533,1,Agtron 35
7.354,10.838,168.37,32.198,42.374,16.57,25.247,16.558,137.131,2.904,135.137,3.162,27.2,14.529,177.505,5.836,180.714,5.533,1,Agtron 35
7.146,2.408,183.165,29.996,61.05,21.309,38.314,19.977,142.103,3.353,140.657,4.821,37.564,17.015,175.788,6.525,180.326,5.517,1,Agtron 35
7.336,1.821,185.017,29.02,58.275,22.697,36.186,20.822,141.358,3.503,140.293,5.61,35.835,17.752,175.788,6.525,180.326,5.517,1,Agtron 35
7.449,2.394,184.255,29.838,63.416,21.752,40.247,20.557,142.456,3.153,141.5,4.975,39.128,17.599,175.788,6.525,180.326,5.517,1,Agtron 35
6.751,1.588,185.443,30.005,54.147,19.989,32.58,18.573,140.949,3.467,138.892,4.483,32.826,15.793,175.788,6.525,180.326,5.517,1,Agtron 35
8.623,1.73,189.347,23.212,83.306,25.427,55.441,22.865,145.905,3.153,147.705,5.915,51.494,19.882,175.753,6.697,179.458,5.984,1,Agtron 45
8.444,1.904,187.198,23.509,79.501,27.289,52.774,24.362,144.993,3.222,146.356,6.35,49.462,21.132,175.753,6.697,179.458,5.984,1,Agtron 45
8.225,1.765,185.847,24.471,79.84,24.726,52.936,22.358,145.315,3.194,146.266,5.651,49.506,19.386,175.753,6.697,179.458,5.984,1,Agtron 45
8.311,1.845,187.921,22.796,77.266,23.92,50.708,21.316,145.035,3.308,146.122,5.95,47.545,18.286,175.753,6.697,179.458,5.984,1,Agtron 45
8.623,6.507,185.657,24.279,78.022,26.419,51.788,24.143,144.7,3.407,145.942,6.447,48.65,20.978,176.256,6.282,180.605,5.403,1,Agtron 45
7.769,2.274,186.017,22.211,71.707,24.68,46.307,22.351,144.161,3.558,144.202,5.935,44.032,19.172,176.256,6.282,180.605,5.403,1,Agtron 45
7.894,2.098,188.744,22.141,68.756,24.027,43.838,21.559,143.719,3.413,143.845,6.212,41.926,18.377,176.256,6.282,180.605,5.403,1,Agtron 45
8.289,2.192,189.074,22.057,74.869,25.066,48.777,22.497,144.59,3.676,145.554,6.301,45.982,19.231,176.256,6.282,180.605,5.403,1,Agtron 45
9.752,3.048,193.26,23.2,93.429,23.178,63.724,21.643,146.99,2.595,151.259,5.287,58.297,19.152,175.88,6.353,179.459,5.754,1,Agtron 55
9.776,2.347,194.539,23.125,92.228,22.805,62.707,21.517,146.882,2.593,151.177,5.147,57.377,19.091,175.88,6.353,179.459,5.754,1,Agtron 55
9.673,1.571,195.036,21.993,91.649,22.088,62.045,20.68,146.995,2.348,151.129,4.846,56.759,18.379,175.88,6.353,179.459,5.754,1,Agtron 55
9.711,4.907,194.001,26.183,90.852,25.043,61.665,23.938,146.669,2.668,150.402,5.212,56.63,21.479,175.88,6.353,179.459,5.754,1,Agtron 55
8.33,2.218,192.12,19.402,84.872,24.682,55.666,22.378,147.065,3.814,148.491,5.826,51.417,19.566,175.555,6.371,178.811,5.988,1,Agtron 55
8.678,2.417,188.369,20.455,91.401,26.259,61.617,24.279,147.279,3.793,149.707,6.111,56.651,21.531,175.555,6.371,178.811,5.988,1,Agtron 55
8.492,2.286,187.89,19.864,87.195,24.515,58.309,22.736,146.767,3.62,148.624,5.587,53.828,20.043,175.555,6.371,178.811,5.988,1,Agtron 55
10.521,3.975,195.012,22.033,107.982,24.272,75.134,22.906,148.675,2.267,155.393,5.053,68.071,20.916,175.704,6.453,178.988,6.042,1,Agtron 65
11.005,7.035,193.279,24.576,111.61,23.714,78.533,23.281,148.689,2.512,156.096,4.876,71.122,21.625,175.704,6.453,178.988,6.042,1,Agtron 65
10.751,2.936,194.453,21.576,110.055,24.034,77.192,22.832,148.51,2.251,155.98,4.689,69.918,20.957,175.704,6.453,178.988,6.042,1,Agtron 65
10.535,1.774,193.523,21.807,109.836,23.824,76.906,22.533,148.631,2.283,155.666,4.731,69.671,20.647,175.704,6.453,178.988,6.042,1,Agtron 65
10.589,2.078,192.142,20.484,104.654,26.412,73.372,24.181,147.491,3.487,154.529,6.101,66.715,21.763,177.126,6.837,180.389,6.392,1,Agtron 65
10.626,2.23,192.468,19.156,104.655,28.288,73.403,25.558,147.35,3.459,154.586,6.668,66.815,22.87,177.126,6.837,180.389,6.392,1,Agtron 65
10.622,2.209,192.085,19.879,107.584,27.435,75.679,25.487,147.793,3.367,155.113,6.089,68.794,23.108,177.126,6.837,180.389,6.392,1,Agtron 65
10.587,2.183,189.678,19.829,107.246,25.875,75.74,23.964,147.567,3.283,154.784,5.986,68.871,21.654,177.126,6.837,180.389,6.392,1,Agtron 65
10.658,2.146,192.151,19.846,107.631,26.964,75.719,24.87,147.8,3.326,155.179,6.06,68.798,22.52,175.79,6.141,179.124,5.729,1,Agtron 65
10.797,2.159,191.144,20.963,106.981,27.192,75.677,25.252,147.337,3.521,154.903,5.891,68.838,22.908,175.79,6.141,179.124,5.729,1,Agtron 65
10.92,1.709,196.616,19.758,97.311,22.77,67.712,21.499,146.475,3.088,153.607,4.894,61.617,19.264,175.79,6.141,179.124,5.729,1,Agtron 65
10.77,3.098,196.465,19.837,98.828,22.962,68.559,21.557,146.987,3.038,153.831,5.121,62.323,19.299,175.626,6.207,179.118,5.687,1,Agtron 65
12.064,1.815,185.272,20.516,140.452,29.057,103.472,27.396,149.179,2.929,161.888,5.135,94.261,26.044,174.576,6.526,177.84,6.112,1,Agtron 75
11.698,2.103,188.244,20.346,130.531,31.96,95.019,29.623,148.804,3.341,160.124,6.269,86.442,27.763,174.576,6.526,177.84,6.112,1,Agtron 75
11.097,2.061,189.125,19.768,118.6,31.749,84.881,28.528,148.39,3.74,157.382,6.543,77.172,26.411,174.576,6.526,177.84,6.112,1,Agtron 75
11.696,2.182,186.354,20.504,129.431,31.328,94.546,28.831,148.444,3.56,159.602,6.304,86.05,26.945,174.576,6.526,177.84,6.112,1,Agtron 75
11.67,2.041,188.487,21.002,131.371,31.35,95.533,29.262,149.047,3.36,160.304,5.966,86.862,27.589,174.576,6.526,177.84,6.112,1,Agtron 75
11.625,2.125,185.717,20.324,129.973,33.293,94.992,30.624,148.439,3.298,159.46,6.367,86.602,28.73,174.576,6.526,177.84,6.112,1,Agtron 75
11.699,1.92,186.245,20.071,132.275,32.018,96.597,29.235,148.825,3.171,160.114,6.075,87.976,27.493,174.576,6.526,177.84,6.112,1,Agtron 75
11.064,7.283,92.507,20.359,49.238,22.364,41.267,23.969,131.864,1.619,133.844,2.575,41.022,20.603,239.958,5.723,240.274,4.878,1,Agtron 25
37.217,51.143,29.213,26.539,32.593,29.449,28.827,30.903,128.656,1.622,129.325,2.513,30.623,28.246,241.644,6.41,242.397,5.735,1,Agtron 25
12.1,1.786,123.229,19.439,68.705,22.376,56.624,22.519,134.637,1.783,139.683,3.393,53.791,19.635,239.958,5.723,240.274,4.878,1,Agtron 35
11.703,3.124,106.266,19.159,57.695,20.517,48.21,20.806,132.983,1.678,136.478,3.222,46.652,17.908,241.644,6.41,242.397,5.735,1,Agtron 35
12.833,1.412,142.376,17.253,89.047,26.822,72.16,24.818,137.354,2.054,145.747,4.558,67.2,22.298,239.958,5.723,240.274,4.878,1,Agtron 45
11.937,2.002,124.701,17.546,70.683,23.103,57.845,21.875,135.122,2.175,140.392,4.36,54.785,19.193,241.644,6.41,242.397,5.735,1,Agtron 45
13.151,1.274,149.291,16.27,94.469,25.808,76.0,23.689,138.197,2.031,147.881,4.41,70.419,21.428,239.958,5.723,240.274,4.878,1,Agtron 55
12.646,2.185,142.14,16.761,86.047,26.831,69.422,25.37,137.278,2.775,145.236,4.945,64.753,23.072,241.644,6.41,242.397,5.735,1,Agtron 55
13.61,1.263,155.328,15.573,104.139,29.506,83.555,26.689,139.072,2.116,150.719,4.825,77.192,24.353,239.958,5.723,240.274,4.878,1,Agtron 65
14.397,1.484,149.303,12.452,95.31,24.092,78.191,22.037,136.979,2.263,148.951,4.482,72.169,19.987,241.644,6.41,242.397,5.735,1,Agtron 65
14.187,1.291,164.534,20.015,110.205,35.818,87.821,32.388,139.613,2.54,153.309,6.05,81.105,29.739,239.958,5.723,240.274,4.878,1,Agtron 75
14.045,1.498,157.83,15.735,100.382,32.947,80.589,29.51,138.349,2.494,150.726,5.97,74.548,26.875,241.644,6.41,242.397,5.735,1,Agtron 75
13.306,10.71,87.061,25.007,44.817,18.134,38.501,19.483,130.698,1.461,133.309,2.389,38.241,16.429,138.9,0.764,146.812,0.697,0,Agtron 25
34.498,43.282,25.235,23.863,28.944,15.773,26.337,17.69,128.159,1.193,129.068,1.7,27.731,15.102,138.9,0.764,146.812,0.697,0,Agtron 25
14.1,2.477,125.292,25.391,58.32,20.057,48.757,20.713,132.428,1.449,138.659,3.702,46.753,17.564,138.9,0.764,146.812,0.697,0,Agtron 35
13.406,5.106,97.608,21.38,51.318,18.914,44.008,19.366,131.341,1.518,135.294,3.169,42.871,16.332,138.9,0.764,146.812,0.697,0,Agtron 35
14.972,1.529,141.744,21.188,78.011,26.003,65.276,25.18,134.14,1.638,144.488,5.082,60.982,21.881,138.9,0.764,146.812,0.697,0,Agtron 45
13.68,2.153,125.163,21.768,58.673,21.526,48.504,21.334,132.781,1.753,138.845,4.398,46.604,18.121,138.9,0.764,146.812,0.697,0,Agtron 45
15.114,1.447,145.547,20.029,82.826,24.994,69.164,24.032,134.666,1.559,146.077,4.92,64.282,20.969,138.9,0.764,146.812,0.697,0,Agtron 55
13.927,1.963,144.085,18.659,79.113,25.969,64.671,24.592,135.443,2.325,144.735,5.331,60.471,21.49,138.9,0.764,146.812,0.697,0,Agtron 55
15.341,1.381,156.717,20.157,91.317,27.685,75.346,26.298,135.747,1.669,149.213,5.37,69.663,23.161,138.9,0.764,146.812,0.697,0,Agtron 65
15.572,1.615,156.593,19.076,84.137,23.768,69.422,22.723,135.09,1.952,148.099,4.945,64.223,19.802,138.9,0.764,146.812,0.697,0,Agtron 65
15.352,1.562,156.086,18.574,101.462,31.29,83.871,29.161,136.519,1.946,151.353,5.904,77.404,26.286,138.9,0.764,146.812,0.697,0,Agtron 75
13.354,23.564,111.043,32.727,49.134,28.48,39.874,29.049,132.513,2.305,134.243,3.776,39.544,25.387,203.617,2.463,207.899,2.075,1,Agtron 25
62.858,58.13,52.692,35.545,34.184,31.208,30.685,32.633,128.939,2.215,129.352,3.351,31.063,29.375,203.054,2.421,207.388,1.985,1,Agtron 25
12.106,6.76,144.773,29.523,67.256,27.487,53.022,26.883,135.592,2.339,140.87,5.048,50.602,23.389,203.617,2.463,207.899,2.075,1,Agtron 35
11.199,11.743,121.507,29.828,55.99,25.979,44.713,25.403,133.878,2.41,136.548,4.425,43.655,21.993,203.054,2.421,207.388,1.985,1,Agtron 35
13.204,5.316,164.819,26.543,91.884,34.075,72.016,31.725,138.674,2.567,148.73,6.921,66.959,28.243,203.617,2.463,207.899,2.075,1,Agtron 45
11.545,7.325,147.233,26.708,67.526,29.278,52.059,27.125,136.358,2.995,141.365,6.384,49.755,23.59,203.054,2.421,207.388,1.985,1,Agtron 45
13.436,3.828,172.375,24.972,91.866,31.348,71.183,28.96,139.165,2.543,150.115,6.828,65.889,25.614,203.617,2.463,207.899,2.075,1,Agtron 55
12.457,4.17,172.959,24.519,86.705,33.241,65.552,30.52,139.767,3.679,148.591,7.666,61.041,26.97,203.054,2.421,207.388,1.985,1,Agtron 55
14.253,4.888,178.936,23.411,97.532,31.746,75.863,29.495,139.424,2.428,152.773,6.887,69.837,26.218,203.617,2.463,207.899,2.075,1,Agtron 65
14.292,4.337,178.158,20.002,91.736,28.79,71.211,26.473,138.843,2.801,151.736,6.71,65.575,23.291,203.054,2.421,207.388,1.985,1,Agtron 65
15.093,4.384,181.217,24.701,115.377,33.529,91.19,31.65,140.198,2.63,157.759,6.971,83.502,28.797,203.617,2.463,207.899,2.075,1,Agtron 75
14.363,3.203,180.915,22.971,102.469,34.059,79.774,31.582,139.844,2.794,154.433,7.442,73.307,28.384,203.054,2.421,207.388,1.985,1,Agtron 75
18.575,33.946,93.242,31.466,47.66,27.697,40.087,27.963,131.763,2.254,133.276,3.632,39.534,24.41,203.714,0.89,208.383,0.767,0,Agtron 25
69.797,56.788,49.915,35.9,36.323,28.918,33.455,30.768,128.882,2.169,128.882,3.144,33.232,27.397,205.047,0.865,209.663,0.871,0,Agtron 25
13.991,17.989,131.003,28.917,60.658,26.89,48.591,25.773,134.258,2.435,138.786,5.084,46.737,22.348,203.714,0.89,208.383,0.767,0,Agtron 35
14.348,24.266,107.894,27.996,52.226,25.314,42.298,24.045,133.12,2.545,135.377,4.384,41.484,20.789,205.047,0.865,209.663,0.871,0,Agtron 35
14.13,13.293,153.349,25.126,82.451,34.09,65.747,31.295,136.753,2.79,145.691,7.227,61.496,27.606,203.714,0.89,208.383,0.767,0,Agtron 45
13.149,17.788,133.835,26.972,63.591,29.66,49.972,26.895,135.263,3.198,139.694,6.382,47.951,23.399,205.047,0.865,209.663,0.871,0,Agtron 45
14.28,9.55,159.665,24.421,87.563,32.891,69.945,30.242,137.12,2.602,147.863,7.239,65.021,26.657,203.714,0.89,208.383,0.767,0,Agtron 55
12.61,9.929,163.593,23.77,82.671,33.357,63.114,29.915,138.838,3.949,146.666,7.835,59.009,26.285,205.047,0.865,209.663,0.871,0,Agtron 55
14.784,8.469,169.476,23.167,96.652,34.197,76.952,31.294,138.026,2.714,151.461,7.635,71.008,27.785,203.714,0.89,208.383,0.767,0,Agtron 65
14.703,9.152,169.946,20.661,92.157,30.538,72.874,27.828,137.996,3.043,150.773,7.312,67.203,24.477,205.047,0.865,209.663,0.871,0,Agtron 65
15.355,7.328,179.417,24.378,109.847,34.705,87.324,32.352,139.183,2.742,156.289,7.744,80.052,29.089,203.714,0.89,208.383,0.767,0,Agtron 75
14.229,8.091,175.411,22.496,103.483,35.764,80.853,32.696,139.871,3.056,153.518,7.895,74.453,29.361,205.047,0.865,209.663,0.871,0,Agtron 75
11.254,3.556,131.758,26.349,30.259,13.244,20.353,12.193,131.496,2.26,132.842,2.957,22.887,10.563,156.597,1.485,161.567,1.387,0,Agtron 25
10.145,2.547,154.921,22.203,38.581,16.598,25.225,14.58,134.089,2.927,135.511,4.408,26.996,12.374,156.597,1.485,161.567,1.387,0,Agtron 35
10.713,2.774,169.061,21.283,52.795,23.16,36.174,20.613,136.695,3.611,140.056,6.584,35.996,17.268,156.597,1.485,161.567,1.387,0,Agtron 45
10.346,2.814,175.707,19.477,61.902,23.012,42.738,20.863,138.858,3.527,142.548,6.195,41.313,17.587,156.597,1.485,161.567,1.387,0,Agtron 55
12.32,2.866,185.313,19.261,68.03,22.976,48.671,21.437,138.626,3.136,145.952,6.795,46.057,18.008,156.597,1.485,161.567,1.387,0,Agtron 75
11.78,2.58,177.828,19.394,64.785,23.308,46.294,21.444,138.112,3.255,144.135,6.587,44.231,18.004,156.597,1.485,161.567,1.387,0,Agtron 65
17.091,9.578,107.809,21.658,48.912,14.287,42.443,15.11,130.177,1.247,136.739,1.925,41.332,13.385,171.53,4.321,169.58,4.152,1,Agtron 25
15.546,8.691,135.668,19.332,57.655,15.173,47.461,15.663,132.545,1.33,140.524,3.143,45.452,13.747,171.53,4.321,169.58,4.152,1,Agtron 35
15.39,9.576,147.329,20.002,70.203,19.432,57.306,19.182,134.375,1.963,144.142,4.633,53.761,17.079,171.53,4.321,169.58,4.152,1,Agtron 45
14.535,3.176,151.178,16.783,77.659,17.296,63.206,17.155,135.481,1.948,145.997,3.826,58.746,15.138,171.53,4.321,169.58,4.152,1,Agtron 55
16.506,7.703,162.101,18.166,83.06,17.763,68.517,17.899,134.965,2.151,149.47,4.459,63.04,15.951,171.53,4.321,169.58,4.152,1,Agtron 75
15.975,3.773,156.505,16.518,77.937,17.679,64.396,17.414,134.445,1.977,147.547,4.273,59.572,15.261,171.53,4.321,169.58,4.152,1,Agtron 65
12.473,7.194,157.814,32.048,45.782,24.137,33.565,23.794,133.329,2.403,137.247,5.074,33.873,20.599,206.045,2.085,209.229,1.449,1,Agtron 25
12.159,14.956,108.386,32.965,47.171,25.552,38.6,26.179,131.976,2.026,134.176,3.738,38.403,22.738,206.045,2.085,209.229,1.449,1,Agtron 25
11.711,7.819,138.995,28.94,64.501,29.08,50.798,28.015,135.277,2.564,139.705,5.392,48.815,24.63,206.045,2.085,209.229,1.449,1,Agtron 35
12.063,7.354,154.826,26.411,72.95,33.482,56.065,30.347,137.056,3.409,143.407,7.519,53.183,26.57,206.045,2.085,209.229,1.449,1,Agtron 45
12.532,5.822,167.288,23.115,83.261,33.184,63.721,31.052,138.675,3.475,147.171,7.505,59.594,27.385,206.045,2.085,209.229,1.449,1,Agtron 55
14.313,5.687,167.142,26.022,87.033,30.477,69.001,29.346,137.355,3.379,148.919,6.653,64.016,25.998,206.045,2.085,209.229,1.449,1,Agtron 65
14.376,5.777,175.421,25.111,90.584,34.166,70.927,32.156,138.13,3.466,150.805,7.85,65.641,28.635,206.045,2.085,209.229,1.449,1,Agtron 75
52.984,51.867,34.492,25.381,29.393,26.037,26.754,28.227,128.182,1.432,128.979,2.213,27.667,25.026,206.045,2.085,209.229,1.449,1,Agtron 25
59.826,53.142,34.902,24.392,28.311,22.484,25.649,25.006,128.233,1.252,128.637,1.913,26.666,21.992,206.045,2.085,209.229,1.449,1,Agtron 25
15.732,25.752,95.38,31.339,46.524,25.753,38.885,25.759,131.597,2.12,133.736,3.954,38.502,22.389,201.976,3.832,206.399,3.444,0,Agtron 25
13.686,17.74,126.187,28.628,60.432,27.354,48.479,25.324,134.275,2.704,138.459,5.432,46.618,22.022,201.976,3.832,206.399,3.444,0,Agtron 35
13.414,15.423,142.395,27.946,71.405,33.685,56.338,30.033,135.997,3.543,142.32,7.697,53.366,26.322,201.976,3.832,206.399,3.444,0,Agtron 45
13.274,12.078,158.132,24.502,81.755,33.257,63.918,30.627,137.641,3.663,145.977,7.613,59.769,27.002,201.976,3.832,206.399,3.444,0,Agtron 55
14.909,10.423,160.501,26.462,87.948,33.548,71.023,31.55,136.559,3.697,148.28,7.356,65.89,27.995,201.976,3.832,206.399,3.444,0,Agtron 65
14.88,10.759,168.353,25.863,91.289,36.143,72.788,33.531,137.32,3.723,150.102,8.468,67.368,29.881,201.976,3.832,206.399,3.444,0,Agtron 75
14.333,2.813,138.703,21.516,83.042,29.422,69.205,29.732,135.194,2.721,144.858,4.736,64.649,28.1,239.531,4.405,240.89,3.949,1,Agtron 65
12.589,2.514,132.074,15.685,77.029,23.713,63.05,22.368,135.696,2.382,142.621,4.864,59.17,19.844,239.531,4.405,240.89,3.949,1,Agtron 55
12.246,2.967,122.097,19.201,64.862,23.479,53.03,22.121,134.271,2.365,139.441,4.752,50.646,19.272,239.531,4.405,240.89,3.949,1,Agtron 45
12.113,2.907,111.225,21.089,58.091,22.171,48.188,22.341,133.092,1.873,137.134,3.782,46.624,19.729,239.531,4.405,240.89,3.949,1,Agtron 35
12.955,7.426,83.143,20.661,47.917,22.622,41.494,24.069,130.842,1.534,133.527,2.562,41.101,20.98,239.531,4.405,240.89,3.949,1,Agtron 25
14.467,2.215,141.718,17.181,82.14,27.253,68.023,26.396,135.237,2.511,145.364,4.876,63.43,24.322,239.531,4.405,240.89,3.949,1,Agtron 75
15.288,2.784,146.844,22.237,76.495,26.097,63.467,25.657,134.202,2.502,145.206,5.769,59.299,22.355,175.701,3.621,180.772,3.533,0,Agtron 65
12.865,4.339,132.712,15.936,69.307,24.081,56.434,22.879,134.717,2.202,141.407,5.205,53.406,19.668,175.701,3.621,180.772,3.533,0,Agtron 55
13.02,2.657,123.176,20.103,59.647,24.322,48.812,22.972,133.277,2.176,138.846,5.111,46.953,19.655,175.701,3.621,180.772,3.533,0,Agtron 45
12.671,6.29,109.474,21.584,52.789,20.539,43.81,20.297,132.288,1.8,136.33,3.919,42.667,17.254,175.701,3.621,180.772,3.533,0,Agtron 35
14.16,15.867,77.836,22.622,43.558,19.565,37.75,20.468,130.437,1.532,132.762,2.568,37.608,17.347,175.701,3.621,180.772,3.533,0,Agtron 25
15.156,2.221,144.71,16.48,81.487,26.214,67.9,24.973,134.553,2.33,146.05,5.602,63.169,21.713,175.701,3.621,180.772,3.533,0,Agtron 75
9.081,14.062,104.049,31.432,27.941,14.059,19.229,13.45,131.211,2.248,131.089,1.942,21.876,12.173,172.685,2.161,178.815,2.054,0,Agtron 25
8.696,2.575,148.656,29.134,39.173,18.902,25.755,16.387,134.396,3.282,134.973,4.666,27.388,14.06,172.685,2.161,178.815,2.054,0,Agtron 35
8.98,3.047,169.299,31.252,50.079,24.352,33.204,21.362,137.08,4.226,138.302,6.159,33.446,18.219,172.685,2.161,178.815,2.054,0,Agtron 45
10.073,2.821,179.771,28.379,57.969,24.722,39.506,22.608,138.281,4.164,141.281,6.456,38.515,19.288,172.685,2.161,178.815,2.054,0,Agtron 55
12.397,7.115,180.058,26.925,69.577,27.829,50.657,26.502,138.41,4.021,145.307,7.583,47.883,22.852,172.685,2.161,178.815,2.054,0,Agtron 65
11.895,4.214,190.023,21.52,70.317,28.335,49.726,25.702,139.493,4.216,146.456,8.186,46.846,21.952,172.685,2.161,178.815,2.054,0,Agtron 75
10.008,3.064,140.967,31.003,24.678,13.752,14.994,12.912,131.109,2.205,131.583,2.403,18.014,11.901,173.172,2.577,179.84,2.377,1,Agtron 25
10.231,1.952,182.41,25.99,38.573,17.968,23.342,16.203,134.915,3.137,136.319,5.516,25.307,13.706,173.172,2.577,179.84,2.377,1,Agtron 35
10.328,2.4,195.376,22.867,51.739,22.565,32.518,20.321,138.299,3.981,140.828,7.111,32.703,16.901,173.172,2.577,179.84,2.377,1,Agtron 45
10.124,2.618,195.034,17.88,67.66,21.375,44.526,20.093,141.964,3.646,145.576,6.375,42.366,16.912,173.172,2.577,179.84,2.377,1,Agtron 55
13.217,2.745,195.761,25.858,76.291,24.085,55.283,25.002,139.796,3.347,149.404,6.629,51.471,22.112,173.172,2.577,179.84,2.377,1,Agtron 65
12.961,2.397,202.731,17.991,78.117,22.94,55.264,21.951,141.091,3.309,150.827,6.961,51.115,18.821,173.172,2.577,179.84,2.377,1,Agtron 75
